account,date,daily_pnl,trades_count,avg_trade_size_usd,win_rate,long_short_ratio,classification,freq_segment,consistency_segment,size_segment,next_day_pnl,next_day_profitable
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-11,0.0,177,5089.718248587571,0.0,0.33691756272401435,Extreme Greed,Frequent,Inconsistent,Large Size,0.0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-17,0.0,68,7976.664411764705,0.0,0.5367647058823529,Extreme Greed,Frequent,Inconsistent,Large Size,0.0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-18,0.0,40,23734.5,0.0,0.5656108597285068,Extreme Greed,Frequent,Inconsistent,Large Size,-21227.0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-22,-21227.0,12,28186.666666666668,0.0,0.9289772727272727,Extreme Greed,Infrequent,Inconsistent,Large Size,1603.1,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-26,1603.1,27,17248.14814814815,0.4444444444444444,1.8761904761904762,Extreme Greed,Infrequent,Inconsistent,Large Size,-132271.0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-28,-132271.0,82,16058.536341463414,0.0,1.656,Extreme Greed,Frequent,Inconsistent,Large Size,0.0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-30,0.0,23,48561.68565217392,0.0,0.3814814814814815,Extreme Greed,Infrequent,Inconsistent,Large Size,-175611.00005600002,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-12-06,-175611.00005600002,33,36736.36242424243,0.0,1.0353535353535352,Greed,Frequent,Inconsistent,Large Size,71393.964098,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-01-19,71393.964098,465,11410.954021505377,0.04946236559139785,1.1584022038567494,Extreme Greed,Frequent,Inconsistent,Large Size,40218.599998,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-01-20,40218.599998,51,9400.588039215687,0.5490196078431373,1.3482142857142858,Extreme Greed,Frequent,Inconsistent,Large Size,76710.0,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-02,76710.0,10,185847.0,0.9,1.713991769547325,Greed,Infrequent,Inconsistent,Large Size,101011.685664,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,101011.685664,839,23593.019856972587,0.30512514898688914,0.8463925523661753,Fear,Frequent,Inconsistent,Large Size,375620.270243,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,375620.270243,531,10576.687156308852,0.15630885122410546,0.8349159970781592,Greed,Frequent,Inconsistent,Large Size,44400.9058,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,44400.9058,210,26585.06338095238,0.37142857142857144,1.1332236842105263,Neutral,Frequent,Inconsistent,Large Size,30897.0887,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,30897.0887,141,10161.056241134751,0.9361702127659575,1.2738095238095237,Neutral,Frequent,Inconsistent,Large Size,55086.0,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,55086.0,48,32032.5,0.3333333333333333,0.6805293005671077,Fear,Frequent,Inconsistent,Large Size,0.0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-11,0.0,6,134600.00166666668,0.0,0.7448559670781894,Neutral,Infrequent,Inconsistent,Large Size,10152.12224,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,10152.12224,59,27178.041694915253,0.5254237288135594,1.3786531130876747,Neutral,Frequent,Inconsistent,Large Size,115445.395538,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,115445.395538,219,13233.776894977169,0.4246575342465753,2.1074626865671644,Fear,Frequent,Inconsistent,Large Size,115287.0,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,115287.0,55,24958.908545454546,0.01818181818181818,1.0838445807770962,Extreme Fear,Frequent,Inconsistent,Large Size,9482.221441,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,45,2985.797555555556,0.8,1.5217391304347827,Extreme Fear,Frequent,Inconsistent,Large Size,533974.662903,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,641,8371.136099843994,0.8424336973478939,2.5883777239709445,Fear,Frequent,Inconsistent,Large Size,40200.0,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,5,79640.0,0.8,0.2616707616707617,Neutral,Infrequent,Inconsistent,Large Size,307855.80341,1
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,31,21491.640322580646,1.0,0.6111535523300229,Fear,Frequent,Inconsistent,Large Size,,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,55,2469.9509090909087,0.8363636363636363,0.3814814814814815,Extreme Greed,Frequent,Consistent,Large Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,1,0.06,0.0,0.5294117647058824,Extreme Greed,Infrequent,Consistent,Small Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,34,1426.8700000000001,0.0,1.0353535353535352,Greed,Frequent,Consistent,Small Size,3515.031065,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,26,2001.101153846154,0.9615384615384616,0.5670103092783505,Extreme Greed,Infrequent,Consistent,Large Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,46,1131.888695652174,0.0,5.416666666666667,Extreme Greed,Frequent,Consistent,Small Size,2517.787385,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,64,852.88625,0.984375,0.4971857410881801,Extreme Greed,Frequent,Consistent,Small Size,1613.165903,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,59,1913.523898305085,0.2542372881355932,1.0014005602240896,Extreme Greed,Frequent,Consistent,Small Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,1,0.11,0.0,0.5617399438727783,Extreme Greed,Infrequent,Consistent,Small Size,1245.51851,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,34,10051.199411764705,0.6176470588235294,0.8307579102281089,Greed,Frequent,Consistent,Large Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,13,2845.9646153846156,0.0,1.4285714285714286,Greed,Infrequent,Consistent,Large Size,4493.232479,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,17,2440.6282352941175,1.0,0.6643356643356644,Extreme Greed,Infrequent,Consistent,Large Size,1047.030992,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,1047.030992,39,2154.3915384615384,0.717948717948718,1.1845637583892616,Extreme Greed,Frequent,Consistent,Large Size,4842.054317,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054317,124,2194.294758064516,0.6451612903225806,1.1584022038567494,Extreme Greed,Frequent,Consistent,Large Size,1693.493165,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1693.493165,339,1737.369557522124,0.584070796460177,0.6937984496124031,Extreme Greed,Frequent,Consistent,Small Size,4221.156399,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,54,2398.331666666667,0.07407407407407407,1.649214659685864,Extreme Greed,Frequent,Consistent,Large Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,44,1519.465681818182,0.0,1.9391634980988592,Greed,Frequent,Consistent,Small Size,6899.2458320000005,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,56,1317.0667857142857,1.0,0.4604105571847507,Greed,Frequent,Consistent,Small Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,46,1602.9452173913044,0.0,0.9279661016949152,Greed,Frequent,Consistent,Small Size,7372.485101,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485101,55,1474.6896363636365,1.0,0.33375,Greed,Frequent,Consistent,Small Size,1162.002541,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,78,2094.719358974359,0.32051282051282054,1.24822695035461,Greed,Frequent,Consistent,Large Size,6352.452613,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,517,2792.42166344294,0.4506769825918762,1.713991769547325,Greed,Frequent,Consistent,Large Size,-12346.990829,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,124,612.1092741935485,0.0,0.7448559670781894,Neutral,Frequent,Consistent,Small Size,355.5854,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,159,2687.4032704402516,0.7987421383647799,0.6496,Neutral,Frequent,Consistent,Large Size,1129.8489260000001,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,160,1641.2224999999999,0.325,1.3786531130876747,Neutral,Frequent,Consistent,Small Size,-6820.76955,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,1,82910.81,0.0,2.1074626865671644,Fear,Infrequent,Consistent,Large Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,52,1462.824423076923,0.0,1.0838445807770962,Extreme Fear,Frequent,Consistent,Small Size,2480.902379,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,110,1999.099181818182,0.45454545454545453,2.5883777239709445,Fear,Frequent,Consistent,Large Size,-3169.3554679999997,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.3554679999997,65,1756.5103076923076,0.0,2.672782874617737,Extreme Fear,Frequent,Consistent,Small Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,37,1499.4978378378378,0.0,0.9260377358490566,Fear,Frequent,Consistent,Small Size,2099.019688,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,47,1225.1170212765958,1.0,1.1950207468879668,Fear,Frequent,Consistent,Small Size,656.540742,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.540742,65,2676.518153846154,0.8769230769230769,1.9936842105263157,Fear,Frequent,Consistent,Large Size,-1065.797583,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,53,3326.2756603773582,0.9622641509433962,1.1707680835197614,Extreme Fear,Frequent,Consistent,Large Size,1591.753271,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,53,2184.328113207547,0.9811320754716981,0.7096079276174063,Fear,Frequent,Consistent,Large Size,-2315.377191,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,27,4259.311481481482,0.0,0.9473684210526315,Neutral,Infrequent,Consistent,Large Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,42,1460.115,0.0,2.7333333333333334,Fear,Frequent,Consistent,Small Size,-5018.466447,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,97,580.479381443299,0.0,1.1114827201783724,Fear,Frequent,Consistent,Small Size,716.143949,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,155,730.8744516129032,0.535483870967742,0.7615658362989324,Fear,Frequent,Consistent,Small Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,1,54768.6,0.0,1.207070707070707,Fear,Infrequent,Consistent,Large Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,1,16.37,0.0,0.4371029224904701,Fear,Infrequent,Consistent,Small Size,-95.985744,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,88,780.4484090909092,0.011363636363636364,1.0802069857697283,Fear,Frequent,Consistent,Small Size,-133.41237,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,125,730.92608,0.16,0.49420289855072463,Fear,Frequent,Consistent,Small Size,951.934443,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.934443,689,766.7829027576198,0.43686502177068215,0.6628621597892889,Fear,Frequent,Consistent,Small Size,371.503,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.503,411,552.0850851581508,0.7226277372262774,0.5590374930050364,Fear,Frequent,Consistent,Small Size,-1892.58947,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1892.58947,603,963.6022222222223,0.4129353233830846,1.194905869324474,Fear,Frequent,Consistent,Small Size,3434.689308,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,97,887.6931958762888,1.0,0.5421903052064632,Fear,Frequent,Consistent,Small Size,2654.14315,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,2654.14315,568,2593.2515492957746,0.5915492957746479,2.1731066460587325,Greed,Frequent,Consistent,Large Size,1867.252909,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1867.252909,680,1679.7829852941175,0.48970588235294116,1.2120911793855302,Greed,Frequent,Consistent,Small Size,1969.39321,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1969.39321,330,3782.839757575757,0.12121212121212122,0.7006172839506173,Greed,Frequent,Consistent,Large Size,-4648.8710550000005,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,338,284.5678402366864,0.0,1.146110056925996,Greed,Frequent,Consistent,Small Size,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,67,1435.3307462686569,0.0,1.6328125,Greed,Frequent,Consistent,Small Size,5179.772745,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,5179.772745,83,1221.0467469879518,1.0,3.0472727272727274,Greed,Frequent,Consistent,Small Size,1243.853569,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,1243.853569,250,815.50576,0.324,1.2610294117647058,Neutral,Frequent,Consistent,Small Size,,0
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,5,6070.2,0.0,0.08333333333333333,Neutral,Infrequent,Inconsistent,Large Size,1584.342755,1
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1,1584.35,1.0,0.6040816326530613,Extreme Greed,Infrequent,Inconsistent,Small Size,208.81746,1
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,208.81746,4,39530.9875,0.75,0.7272727272727273,Extreme Greed,Infrequent,Inconsistent,Large Size,16706.884912,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,16706.884912,797,6131.710464240904,0.37641154328732745,0.8007262823422605,Extreme Fear,Frequent,Inconsistent,Large Size,13264.043303999999,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,13264.043303999999,339,21898.95651917404,0.5575221238938053,1.1484848484848484,Fear,Frequent,Inconsistent,Large Size,5942.547242,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5942.547242,313,8678.024504792333,0.12779552715654952,0.5590374930050364,Fear,Frequent,Inconsistent,Large Size,8277.307357,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8277.307357,863,3079.8473348783314,0.49130938586326767,1.194905869324474,Fear,Frequent,Inconsistent,Large Size,2638.012587,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,353,1965.9329745042492,0.17280453257790368,0.5421903052064632,Fear,Frequent,Inconsistent,Large Size,-19037.340561,0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-19037.340561,594,8110.89095959596,0.0,0.899873257287706,Neutral,Frequent,Inconsistent,Large Size,-108176.9187,0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,469,20030.785479744136,0.14072494669509594,2.1731066460587325,Greed,Frequent,Inconsistent,Large Size,8157.112326,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.112326,70,15603.565285714287,0.9428571428571428,1.2120911793855302,Greed,Frequent,Inconsistent,Large Size,0.0,0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,1,0.17,0.0,0.7006172839506173,Greed,Infrequent,Inconsistent,Small Size,,0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,93,373.7049462365591,0.17204301075268819,0.9625,Extreme Greed,Frequent,Consistent,Small Size,161.289904,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,95,353.5228421052631,0.35789473684210527,0.5367647058823529,Extreme Greed,Frequent,Consistent,Small Size,147.410285,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,162,666.941975308642,0.41358024691358025,0.5656108597285068,Extreme Greed,Frequent,Consistent,Small Size,233.36546,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,213,895.9638028169014,0.48826291079812206,1.103448275862069,Extreme Greed,Frequent,Consistent,Small Size,-316.245208,0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,407,2149.553218673219,0.3464373464373464,0.7973856209150327,Extreme Greed,Frequent,Consistent,Large Size,780.001314,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,446,729.007130044843,0.34977578475336324,0.7833333333333333,Extreme Greed,Frequent,Consistent,Small Size,141.21958999999998,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,433,422.0099076212471,0.3117782909930716,0.9289772727272727,Extreme Greed,Frequent,Consistent,Small Size,673.6312,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,156,333.45923076923077,0.40384615384615385,0.704225352112676,Extreme Greed,Frequent,Consistent,Small Size,108.321127,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,69,200.7391304347826,0.42028985507246375,1.4927536231884058,Extreme Greed,Frequent,Consistent,Small Size,464.281002,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,225,324.3673333333333,0.4222222222222222,0.9767441860465116,Extreme Greed,Frequent,Consistent,Small Size,-508.290641,0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,217,1012.5778341013826,0.35023041474654376,1.8761904761904762,Extreme Greed,Frequent,Consistent,Small Size,193.66415899999998,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,169,1110.83224852071,0.4378698224852071,0.5106382978723404,Extreme Greed,Frequent,Consistent,Small Size,165.532644,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,207,946.0768115942029,0.37681159420289856,1.656,Extreme Greed,Frequent,Consistent,Small Size,9551.73423,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,206,388.948786407767,0.44660194174757284,0.6040816326530613,Extreme Greed,Frequent,Consistent,Small Size,5590.528248,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,154,315.52253246753247,0.461038961038961,0.3814814814814815,Extreme Greed,Frequent,Consistent,Small Size,4458.25495,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,193,247.12725388601035,0.5025906735751295,0.5294117647058824,Extreme Greed,Frequent,Consistent,Small Size,1283.846047,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,140,140.36935714285713,0.5214285714285715,1.368421052631579,Extreme Greed,Frequent,Consistent,Small Size,1190.358719,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,78,92.37217948717948,0.47435897435897434,0.8333333333333334,Extreme Greed,Frequent,Consistent,Small Size,9066.169646,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,112,165.78285714285715,0.5357142857142857,0.4304932735426009,Extreme Greed,Frequent,Consistent,Small Size,14685.787664,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,98,259.2459183673469,0.4897959183673469,0.7272727272727273,Extreme Greed,Frequent,Consistent,Small Size,389.176232,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,69,129.80536231884057,0.2318840579710145,1.0353535353535352,Greed,Frequent,Consistent,Small Size,4008.012049,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,86,159.67825581395348,0.4186046511627907,0.5670103092783505,Extreme Greed,Frequent,Consistent,Small Size,554.009942,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,102,77.67176470588235,0.4215686274509804,0.24260355029585798,Extreme Greed,Frequent,Consistent,Small Size,768.430838,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.430838,213,88.1318309859155,0.5915492957746479,5.416666666666667,Extreme Greed,Frequent,Consistent,Small Size,980.557461,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,157,119.62222929936306,0.6751592356687898,0.4971857410881801,Extreme Greed,Frequent,Consistent,Small Size,1582.001112,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,1582.001112,93,124.41204301075268,0.34408602150537637,0.16285714285714287,Greed,Frequent,Consistent,Small Size,5806.86932,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,147,150.14530612244897,0.5578231292517006,0.2786234281932495,Extreme Greed,Frequent,Consistent,Small Size,1522.284412,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1522.284412,155,88.59193548387097,0.45806451612903226,1.3601609657947686,Extreme Greed,Frequent,Consistent,Small Size,13281.73126,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,13281.73126,154,187.5361038961039,0.7727272727272727,0.9296875,Extreme Greed,Frequent,Consistent,Small Size,5389.96219,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,5389.96219,137,125.00722627737227,0.49635036496350365,1.9982332155477032,Extreme Greed,Frequent,Consistent,Small Size,13190.248859,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13190.248859,230,131.2383043478261,0.6695652173913044,0.6693037974683544,Extreme Greed,Frequent,Consistent,Small Size,4454.939378,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,4454.939378,181,112.67668508287292,0.430939226519337,0.7807339449541284,Extreme Greed,Frequent,Consistent,Small Size,3624.489655,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,3624.489655,191,124.92068062827224,0.418848167539267,1.0014005602240896,Extreme Greed,Frequent,Consistent,Small Size,1525.329937,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,1525.329937,204,197.00485294117647,0.39215686274509803,0.5617399438727783,Extreme Greed,Frequent,Consistent,Small Size,7812.716373,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,7812.716373,194,289.6046907216495,0.5721649484536082,0.8307579102281089,Greed,Frequent,Consistent,Small Size,7465.899936,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,7465.899936,107,215.33785046728974,0.5046728971962616,0.5493087557603686,Greed,Frequent,Consistent,Small Size,1174.025529,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,1174.025529,79,174.83481012658228,0.5189873417721519,1.3742331288343559,Greed,Frequent,Consistent,Small Size,122.889996,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,122.889996,95,212.30473684210526,0.30526315789473685,0.7902364607170099,Greed,Frequent,Consistent,Small Size,1555.956456,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,1555.956456,48,282.42354166666667,0.3125,0.5363636363636364,Greed,Frequent,Consistent,Small Size,1530.919365,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,1530.919365,66,284.1157575757576,0.45454545454545453,0.7049180327868853,Greed,Frequent,Consistent,Small Size,101.860928,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,101.860928,84,223.8904761904762,0.3333333333333333,1.1512345679012346,Extreme Greed,Frequent,Consistent,Small Size,388.366016,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,388.366016,73,221.81794520547948,0.3561643835616438,1.113821138211382,Greed,Frequent,Consistent,Small Size,506.512551,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,506.512551,63,166.3415873015873,0.36507936507936506,0.5480769230769231,Greed,Frequent,Consistent,Small Size,115.51218300000001,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,115.51218300000001,34,140.99176470588236,0.5,0.5227272727272727,Greed,Frequent,Consistent,Small Size,255.808312,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,255.808312,125,455.63544,0.336,1.512396694214876,Greed,Frequent,Consistent,Small Size,496.221792,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,496.221792,107,1121.107570093458,0.29906542056074764,0.8545454545454545,Greed,Frequent,Consistent,Small Size,109.82694000000001,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,109.82694000000001,59,263.3476271186441,0.3559322033898305,2.4285714285714284,Greed,Frequent,Consistent,Small Size,416.546688,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,416.546688,101,217.69336633663366,0.45544554455445546,0.421259842519685,Greed,Frequent,Consistent,Small Size,250.581483,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,250.581483,69,217.15115942028987,0.5217391304347826,0.49852507374631266,Greed,Frequent,Consistent,Small Size,232.66549799999999,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,232.66549799999999,81,156.68296296296296,0.49382716049382713,0.2576271186440678,Greed,Frequent,Consistent,Small Size,87.752181,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,87.752181,82,101.1840243902439,0.5365853658536586,0.3735632183908046,Greed,Frequent,Consistent,Small Size,114.68421000000001,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,114.68421000000001,80,82.075375,0.2625,0.34823529411764703,Extreme Greed,Frequent,Consistent,Small Size,267.846227,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,267.846227,103,103.70087378640777,0.6990291262135923,7.493333333333333,Extreme Greed,Frequent,Consistent,Small Size,651.469355,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,651.469355,149,489.99302013422823,0.5704697986577181,2.5340136054421767,Greed,Frequent,Consistent,Small Size,571.688942,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,571.688942,103,728.4078640776698,0.47572815533980584,0.6261682242990654,Greed,Frequent,Consistent,Small Size,401.706348,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,401.706348,84,522.1204761904762,0.44047619047619047,0.8079470198675497,Neutral,Frequent,Consistent,Small Size,157.228232,1
